,Humidity,Temperature (C),IsBiodegradable
896,0.78,18.7888888888889,0
897,0.73,21.1611111111111,0
898,0.62,23.8666666666667,0
899,0.56,24.966666666666697,0
900,0.47,26.1333333333333,0
901,0.44,27.2222222222222,0
902,0.39,27.738888888888898,0
903,0.4,27.7777777777778,0
904,0.39,27.8,0
905,0.37,27.8722222222222,0
906,0.43,26.1555555555555,0
907,0.54,23.9777777777778,0
908,0.58,22.572222222222198,0
909,0.6,21.138888888888896,0
910,0.67,20.438888888888897,0
911,0.7,20.427777777777802,0
912,0.74,19.3555555555556,0
913,0.76,18.75,0
914,0.85,19.8777777777778,0
915,0.84,17.2222222222222,0
916,0.87,16.6444444444444,0
917,0.88,16.55,0
918,0.87,16.094444444444402,0
919,0.84,17.6666666666667,0
920,0.7,20.783333333333303,0
921,0.67,22.733333333333302,0
922,0.55,26.016666666666698,0
923,0.58,26.1277777777778,0
924,0.51,28.8388888888889,0
925,0.51,29.0055555555555,0
926,0.45,31.033333333333303,0
927,0.36,31.1333333333333,0
928,0.41,31.1333333333333,0
929,0.41,31.2111111111111,0
930,0.48,30.0222222222222,0
931,0.58,27.8722222222222,0
932,0.66,25.4055555555556,0
933,0.79,22.7555555555555,0
934,0.79,22.688888888888897,0
935,0.84,21.2,0
936,0.81,21.55,0
937,0.82,21.438888888888897,0
938,0.92,19.505555555555603,0
939,0.88,19.861111111111104,0
940,0.87,19.3333333333333,0
941,0.91,18.75,0
942,0.9,18.8444444444444,0
943,0.87,19.9111111111111,0
944,0.81,22.1055555555556,0
945,0.69,24.95,0
946,0.74,25.0,0
947,0.67,27.3,0
948,0.62,27.966666666666697,0
949,0.5,30.1166666666667,0
950,0.45,31.044444444444398,0
951,0.47,31.205555555555602,0
952,0.42,32.1722222222222,0
953,0.4,32.5444444444444,0
954,0.44,31.0388888888889,0
955,0.54,28.955555555555602,0
956,0.64,26.4777777777778,0
957,0.73,22.9166666666667,0
958,0.73,23.3833333333333,0
959,0.83,22.45,0
960,0.77,22.6,0
961,0.9,19.983333333333302,0
962,0.87,20.955555555555602,0
963,0.9,18.8722222222222,0
964,0.93,18.3388888888889,0
965,0.93,18.85,0
966,0.99,17.2777777777778,0
967,0.87,19.9166666666667,0
968,0.74,23.6,0
969,0.61,25.994444444444397,0
970,0.55,27.733333333333302,0
971,0.5,28.794444444444398,0
972,0.47,29.8833333333333,0
973,0.45,30.9722222222222,0
974,0.41,31.9166666666667,0
975,0.42,32.1277777777778,0
976,0.39,32.1277777777778,0
977,0.44,31.0833333333333,0
978,0.44,31.016666666666698,0
979,0.64,27.266666666666698,0
980,0.68,25.455555555555602,0
981,0.84,22.8,0
982,0.79,23.216666666666697,0
983,0.85,22.238888888888898,0
984,0.84,20.4166666666667,0
985,0.85,19.8833333333333,0
986,0.92,16.8111111111111,0
987,0.9,19.3777777777778,0
988,0.93,18.8666666666667,0
989,0.93,18.8833333333333,0
990,0.97,17.8722222222222,0
991,0.99,18.938888888888897,0
992,0.92,20.0888888888889,0
993,0.87,21.0888888888889,0
994,0.81,22.177777777777802,0
995,0.71,23.533333333333303,0
996,0.69,23.8444444444444,0
997,0.62,24.955555555555602,0
998,0.58,25.9222222222222,0
999,0.62,24.9611111111111,0
1000,0.58,24.794444444444398,0
